"Time [h]","Avg [mg/l]","Var [mg/l]"
0,5E-05,NaN
0.25,0.02200745,0.009608088
0.5,0.02336745,0.01022137
0.75,0.02459116,0.009539949
1,0.02084052,0.00701865
1.5,0.01729136,0.005724017
2,0.01394671,0.004906304
3,0.008279475,0.002589349
4,0.005474252,0.001908006
5,0.003895693,0.001839774
6,0.002930243,0.001362862
