"Time [h]","Avg [mg/l]","Var [mg/l]"
0.5,0.02235807,0.01244534
1,0.01846558,0.005113894
1.5,0.01457308,0.004263865
2,0.01102227,0.005115419
3,0.006135914,0.003240323
4,0.003977728,0.002047842
6,0.002044797,0.00102354
