"Time [h]","Avg [mg/l]","Var [mg/l]"
0.08,0.01640435,0.01024524
0.25,0.03499131,0.01590154
0.5,0.05034536,0.0156974
0.75,0.03294821,0.01953648
1,0.02361517,0.00921799
1.5,0.01950017,0.007611912
2,0.01594042,0.008236679
2.5,0.01384428,0.007917028
3,0.01131718,0.007665326
4,0.00934903,0.005223297
6,0.006316024,0.002728171
8,0.004310359,0.002520033
10,0.003001572,0.001703482
