"Time [h]","Avg [mg/l]","Var [mg/l]"
0.08,0.4282528,0.1171004
0.17,0.2063197,0.02788104
0.25,0.1605948,0.02453532
0.33,0.1215613,0.01784383
0.42,0.101487,0.01003719
0.5,0.09033457,0.008921936
1,0.07360595,0.01226766
2,0.04126394,0.008921932
4,0.02230483,0.008921931
