"Time [h]","Avg [mg/l]"
0.25,0.05413523
0.5,0.04252526
1,0.02869672
1.5,0.02057709
2,0.01595714
3,0.01076871
4,0.008157839
5,0.005731124
6,0.004961835
7,0.00456153
