"Time [h]","Avg [mg/l]"
0.25,0.02494919
0.5,0.06810079
0.75,0.06073264
1,0.03812619
1.5,0.02354397
2,0.02703943
2.5,0.0173919
3,0.01383263
4,0.00833227
6,0.004156865
8,0.003043705
12,0.001319947
