"Time [h]","Avg [mg/l]","Var [mg/l]"
0.25,0.03534636,0.01776199
0.5,0.03268206,0.01296625
0.75,0.03197158,0.01154529
1,0.02841918,0.0115453
1.5,0.02575488,0.007460039
2,0.02095915,0.007992893
3,0.01385435,0.004795739
4,0.008525755,0.004440497
5,0.006039076,0.002309059
6,0.004795737,0.002841918
