"Time [h]","Avg [mg/l]","Var [mg/l]"
0.25,0.02818395,0.01347522
0.5,0.03739651,0.01595749
0.75,0.03242463,0.01489366
1,0.02603431,0.01507067
1.5,0.02548744,0.01542558
2,0.01997632,0.009219592
3,0.01125846,0.00514215
4,0.007860348,0.00354611
5,0.005171166,0.002304971
6,0.004432637,0.002482276
