"Time [h]","Avg [mg/l]","Var [mg/l]"
73.5,0.02191844,0.02251343
74,0.04759053,0.02983033
74.5,0.05994076,0.02420196
75,0.06384705,0.01857359
76,0.06584505,0.02139193
77,0.05508265,0.01856938
78,0.04094463,0.01350386
79,0.0345001,0.01181955
80,0.0316188,0.01068969
90,0.01275342,NaN
